,url,name,sku,price,size,brand,description,images
980,https://us.shein.com/3pack-Butterfly-Print-Triangle-Bikini-Swimsuit-Bandana-p-9774999-cat-1866.html?mallCode=1,3pack Butterfly Print Triangle Bikini Swimsuit & Bandana, SKU: sw2112290126052330,$11.49,"XS(2),S(4),M(6),L(8/12),XL(14)",,"[{'Color': 'Purple'}, {'Style': 'Cute'}, {'Pattern Type': 'Butterfly'}, {'Details': 'Knot'}, {'Bottom Type': 'Tie Side'}, {'Bra Type': 'Triangle'}, {'Neckline': 'Halter'}, {'Number of Pieces': '3 Piece Set'}, {'Fabric': 'High Stretch'}, {'Care Instructions': 'Machine wash, do not dry clean,wash with the soft detergent'}, {'Chest pad': 'Removable Padding'}, {'Bikini Tops & Bikini Bottoms Material': 'Knitted Fabric'}, {'Bikini Tops & Bikini Bottoms Composition': '82% Polyester, 18% Elastane'}, {'Bikini Tops & Bikini Bottoms Body': 'Lined'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/02/08/16443031905786c7b1cd8c2769f02013f15f2a8c7a_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/02/08/16443031806397478c2d73c4fddab76a7d17f182c4_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/02/08/1644303184013479f2ae5100dd7ce623caae8b9031_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/02/08/1644303186a0b2698864f4d768789fd02bd19dfc47_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/02/08/1644303188d240e32415a4deb3fe1a37dda3773f91_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/02/08/16443031905786c7b1cd8c2769f02013f15f2a8c7a_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/02/08/1644303191168da05b705a36949b73df2c7021835f_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/02/08/16443031944a73f47b285cc3287080ebf83edbd74a_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/02/08/16443031905786c7b1cd8c2769f02013f15f2a8c7a_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/02/08/16443031806397478c2d73c4fddab76a7d17f182c4_thumbnail_600x.webp']"
981,https://us.shein.com/Fringe-Hem-Knot-Front-Skirt-p-12232292-cat-1732.html?mallCode=1,Fringe Hem Knot Front Skirt, SKU: sw2209179677771267,$7.00,"S(4),M(6),L(8/10)",,"[{'Color': 'Black'}, {'Style': 'Elegant'}, {'Pattern Type': 'Plain'}, {'Details': 'Fringe'}, {'Waist Line': 'High Waist'}, {'Length': 'Short'}, {'Type': 'Straight'}, {'Fabric': 'Non-Stretch'}, {'Material': 'Fabric'}, {'Composition': '100% Polyester'}, {'Care Instructions': 'Machine wash or professional dry clean'}, {'Belt': 'No'}, {'Sheer': 'No'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/11/23/1669198512a37c9b0da13031a5c347004217dfd08c_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/11/23/1669198509b461c2acb0d3645ec2dc89cc7e77adf2_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/11/23/1669198510dd644e7df920070c6524eb87ab19c3d6_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/11/23/1669198512a37c9b0da13031a5c347004217dfd08c_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/11/23/1669198514e1448089633dbecfbf9d697f4320a61f_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/11/23/1669198516a53c4b9e593d65307560970e2a86b350_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/11/23/1669198512a37c9b0da13031a5c347004217dfd08c_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/11/23/1669198509b461c2acb0d3645ec2dc89cc7e77adf2_thumbnail_600x.webp']"
982,https://us.shein.com/SHEIN-X-Kovid-Kapoor-Flap-Pocket-Side-Wide-Leg-Pants-p-12972278-cat-1740.html?mallCode=1,SHEIN X Kovid Kapoor Flap Pocket Side Wide Leg Pants, SKU: sw2210314841991599,$32.99,"XS(2),S(4),M(6),L(8/10)",SHEIN X Kovid Kapoor,"[{'Color': 'Black'}, {'Style': 'Casual'}, {'Pattern Type': 'Colorblock'}, {'Type': 'Wide Leg'}, {'Closure Type': 'Zipper Fly'}, {'Details': 'Pocket, Zipper'}, {'Waist Line': 'Natural'}, {'Length': 'Long'}, {'Fit Type': 'Regular Fit'}, {'Fabric': 'Non-Stretch'}, {'Material': 'Woven Fabric'}, {'Composition': '100% Cotton'}, {'Care Instructions': 'Machine wash or professional dry clean'}, {'Body': 'Unlined'}, {'Sheer': 'No'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/07/167573842315f22689fd1ccbe5b69b8ec6a8c77b3f_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/07/1675738417b7641e8eb1eb280d4df2ae10acd5161d_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/07/1675738418a24321afdad4e7d7182682e83d6bceca_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/07/1675738420dba1e16bbca6a0632f5618bf2c3c766d_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/07/16757384213cbd50ddee4be56b6e6dfad0955abe5a_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/07/167573842315f22689fd1ccbe5b69b8ec6a8c77b3f_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/07/167573842315f22689fd1ccbe5b69b8ec6a8c77b3f_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/07/1675738417b7641e8eb1eb280d4df2ae10acd5161d_thumbnail_600x.webp']"
983,https://us.shein.com/2pcs-Camo-Pattern-Face-Covering-p-12537357-cat-2397.html?mallCode=1,2pcs Camo Pattern Face Covering, SKU: sc2212177992632221,$1.70,one-size,YHOLF Apparel Accessories,"[{'Color': 'Multicolor'}, {'Material': 'Polyester'}, {'Care Instructions': 'Hand wash,do not dry clean'}, {'Pattern Type': 'All Over Print'}, {'Composition': '97% Polyester, 3% Elastane'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/19/1671429793ec17878fda4589c2f0f010ac962a89f2_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/19/167142978972dfbcd45fc08212c6c76210c930221d_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/19/1671429791442483fae143e04d36ad1413357c21bf_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/19/1671429792f48609a71ad3dd438cb210ea44a4e0da_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/19/1671429793ec17878fda4589c2f0f010ac962a89f2_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/19/167142978972dfbcd45fc08212c6c76210c930221d_thumbnail_600x.webp']"
985,https://us.shein.com/Twist-Front-Glitter-Leggings-p-12851774-cat-1871.html?mallCode=1,Twist Front Glitter Leggings, SKU: sw2212029746976022,$11.49,"S(4),M(6),L(8/10),XL(12)",,"[{'Color': 'Black'}, {'Style': 'Party'}, {'Pattern Type': 'Plain'}, {'Waist Line': 'Natural'}, {'Details': 'Ruched'}, {'Length': 'Long'}, {'Type': 'Regular'}, {'Fabric': 'High Stretch'}, {'Material': 'Knitted Fabric'}, {'Composition': '95% Polyester, 5% Elastane'}, {'Care Instructions': 'Machine wash or professional dry clean'}, {'Body': 'Unlined'}, {'Sheer': 'No'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/29/16749605901d3f1b894069d2857dd28c01f80546f9_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/29/1674960572c02a6e0d99a4667cddc1d28624ce4bf1_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/29/1674960576592823119ef757a617865edd4475e166_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/29/1674960579b4d08d0523f3c67ac14fd8c2ee8cf244_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/29/16749605861b38256bc2b5101863b555877320ac82_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/29/16749605901d3f1b894069d2857dd28c01f80546f9_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/29/1674960583f8aa2fbdec7245762f06383214f690d6_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/29/16749605901d3f1b894069d2857dd28c01f80546f9_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/29/1674960572c02a6e0d99a4667cddc1d28624ce4bf1_thumbnail_600x.webp']"
986,https://us.shein.com/10pcs-Star-Pattern-Disposable-Face-Covering-p-12980952-cat-2397.html?mallCode=1,10pcs Star Pattern Disposable Face Covering, SKU: sc2302048081478751,$2.20,one-size,Baozhining Apparel Accessories,"[{'Color': 'Multicolor'}, {'Material': 'Non-woven Fabric'}, {'Composition': '67% Polypropylene, 33% Polyester'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/05/16756048473d003ee11ffa94ab36c20e345ba5b98a_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/05/167560484024be5dd5c428b112948f9009c04cb9aa_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/05/1675604842b404e0dcf394a3be1c586dceab3ff41f_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/05/16756048438b574962c47798c515988878840d07de_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/05/1675604845442963f0a88eb958f645cecaa14f1d54_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/05/16756048473d003ee11ffa94ab36c20e345ba5b98a_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/05/167560484024be5dd5c428b112948f9009c04cb9aa_thumbnail_600x.webp']"
987,https://us.shein.com/Allover-Print-Halter-Triangle-Bikini-Swimsuit-p-12535729-cat-1866.html?mallCode=1,Allover Print Halter Triangle Bikini Swimsuit, SKU: sw2212033943177979,$11.49,"S(4),M(6),L(8/12)",,"[{'Color': 'Multicolor'}, {'Pattern Type': 'Floral, Random Print'}, {'Details': 'Backless, Criss Cross, Knot, Tie Back, Smocked'}, {'Bottom Type': 'Tie Side'}, {'Bra Type': 'Triangle'}, {'Neckline': 'Halter'}, {'Number of Pieces': '2 Piece Set'}, {'Fabric': 'High Stretch'}, {'Care Instructions': 'Machine wash, do not dry clean'}, {'Sheer': 'No'}, {'Bikini Bottoms & Bikini Tops Material': 'Fabric'}, {'Bikini Bottoms & Bikini Tops Composition': '82% Polyester, 18% Elastane'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/20/167151615571b9eea3c5663ea76032ec21bedc6244_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/20/16715161494f94c904d3946225a9b9b5298a188bb3_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/20/167151615118b1a6a3be9a82db0ba26a14e73c51bf_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/20/167151615364bf4f651cae531fe187a9db2a420046_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/20/167151615571b9eea3c5663ea76032ec21bedc6244_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/20/16715161575845556638697153908eb7d39d2af245_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/20/167151615571b9eea3c5663ea76032ec21bedc6244_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/20/16715161494f94c904d3946225a9b9b5298a188bb3_thumbnail_600x.webp']"
988,https://us.shein.com/SHEIN-VCAY-Tie-Front-Split-Hem-Dress-p-2519910-cat-1727.html?mallCode=1,SHEIN VCAY Tie Front Split Hem Dress, SKU: swdress25210417908,$19.00,"XS(2),S(4),M(6),L(8/10)",SHEIN VCAY,"[{'Color': 'Beige'}, {'Style': 'Boho'}, {'Pattern Type': 'Plain'}, {'Details': 'Cut Out, Split, Tie Front'}, {'Type': 'A Line'}, {'Neckline': 'Deep V Neck'}, {'Sleeve Length': 'Short Sleeve'}, {'Sleeve Type': 'Regular Sleeve'}, {'Waist Line': 'Natural'}, {'Hem Shaped': 'Slit'}, {'Length': 'Maxi'}, {'Fit Type': 'Regular Fit'}, {'Fabric': 'Slight Stretch'}, {'Material': 'Fabric'}, {'Composition': '95% Polyester, 5% Elastane'}, {'Care Instructions': 'Machine wash or professional dry clean'}, {'Body': 'Lined'}, {'Sheer': 'No'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/09/14/1663136671ec9e09afc4551db8edf77fbcbae694a0_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/09/14/1663136671ec9e09afc4551db8edf77fbcbae694a0_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/09/14/1663136672e00f34751987b2ee348931f90838d2b9_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/09/14/1663136675c4c54ea329079783fe672daa05ece1ef_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/09/14/166313667848ede1a1570af476d443e04936f9425a_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/09/14/16631366799b6b7a468173616a8674b86992a711be_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/09/14/1663136671ec9e09afc4551db8edf77fbcbae694a0_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/09/14/1663136671ec9e09afc4551db8edf77fbcbae694a0_thumbnail_600x.webp']"
989,https://us.shein.com/Allover-Print-Knot-Side-Bikini-Swimsuit-p-5978267-cat-1866.html?mallCode=1,Allover Print Knot Side Bikini Swimsuit, SKU: sw2110128155586784,$9.49,"S(4),M(6),L(8/12)",,"[{'Color': 'Multicolor'}, {'Style': 'Boho'}, {'Pattern Type': 'All Over Print'}, {'Details': 'Knot'}, {'Bottom Type': 'Tie Side, Thongs'}, {'Bra Type': 'Triangle'}, {'Neckline': 'Halter'}, {'Fabric': 'High Stretch'}, {'Care Instructions': 'Machine wash, do not dry clean'}, {'Chest pad': 'Removable Padding'}, {'Bikini Tops & Bikini Bottoms Material': 'Fabric'}, {'Bikini Tops & Bikini Bottoms Composition': '82% Polyester, 18% Elastane'}, {'Bikini Tops & Bikini Bottoms Body': 'Lined'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/11/01/16357632074991630bcf61a7e18ba5ddd0a5525e3f_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/11/01/16357631990e3ff151f2738c9c9534151c02a1f29a_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/11/01/1635763201b56942da524fc32d534dc40a6caccaa3_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/11/01/16357632047ed53b045c622c0207a08e42a80409aa_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/11/01/16357632074991630bcf61a7e18ba5ddd0a5525e3f_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/11/01/16357631990e3ff151f2738c9c9534151c02a1f29a_thumbnail_600x.webp']"
990,https://us.shein.com/SHEIN-X-Abrar-Zenkawi-Figure-Graphic-Belted-Skirt-p-2892853-cat-1732.html?mallCode=1,SHEIN X Abrar Zenkawi Figure Graphic Belted Skirt, SKU: swskirt07210611170,$11.25,"XS(2),S(4),M(6),L(8/10)",SHEIN X Abrar Zenkawi,"[{'Color': 'Mint Green'}, {'Style': 'Elegant'}, {'Pattern Type': 'Figure'}, {'Details': 'Split, Belted, Pocket, Zipper'}, {'Waist Line': 'High Waist'}, {'Length': 'Long'}, {'Type': 'Straight'}, {'Fabric': 'Slight Stretch'}, {'Material': 'Fabric'}, {'Composition': '95% Polyester, 5% Elastane'}, {'Care Instructions': 'Machine wash or professional dry clean'}, {'Belt': 'Yes'}, {'Sheer': 'No'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/06/30/1625034141c4cd406efdd0271dac7dd4e68fa1f8ac_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/06/30/162503413817f0f0cd6f995c296c1eeeca5f7e57db_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/06/30/1625034141c4cd406efdd0271dac7dd4e68fa1f8ac_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/06/30/16250341449f1a78630439e6cb60bee53476d7a1ea_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/06/30/16250341487dd274d90e327758fbb3544df056f62a_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/06/30/16250341513289175a20a59bd1b51123cbd8404b38_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/06/30/1625034141c4cd406efdd0271dac7dd4e68fa1f8ac_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/06/30/162503413817f0f0cd6f995c296c1eeeca5f7e57db_thumbnail_600x.webp']"
991,https://us.shein.com/4pcs-Sequin-Decor-Face-Covering-p-12536747-cat-2397.html?mallCode=1,4pcs Sequin Decor Face Covering, SKU: sc2212170130078821,$2.50,one-size,YHOLF Apparel Accessories,"[{'Color': 'Multicolor'}, {'Material': 'Polyamide'}, {'Care Instructions': 'Hand wash,do not dry clean'}, {'Pattern Type': 'All Over Print'}, {'Composition': '100% Polyamide'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/19/167143007772cbc34dc1a4720574b316f0db3dfb15_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/19/167143007377ac6f866a5b7792cae8a6c73cf96baf_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/19/1671430074b4f0f3a91dac6b5d873f242ca1fe49eb_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/19/16714300751eade2a7fe15ce1e1151e0fefcf2578b_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/19/167143007772cbc34dc1a4720574b316f0db3dfb15_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/19/167143007377ac6f866a5b7792cae8a6c73cf96baf_thumbnail_600x.webp']"
992,https://us.shein.com/SHEIN-VCAY-Ditsy-Floral-Split-Hem-Skirt-p-12763857-cat-1732.html?mallCode=1,SHEIN VCAY Ditsy Floral Split Hem Skirt, SKU: sw2212154756186463,$5.49,"XS(2),S(4),M(6),L(8/10),XL(12)",SHEIN VCAY,"[{'Color': 'Hot Pink'}, {'Style': 'Boho'}, {'Pattern Type': 'Ditsy Floral'}, {'Details': 'Split'}, {'Waist Line': 'High Waist'}, {'Length': 'Short'}, {'Type': 'Bodycon'}, {'Fabric': 'Non-Stretch'}, {'Material': 'Woven Fabric'}, {'Composition': '92% Polyester, 8% Elastane'}, {'Care Instructions': 'Machine wash or professional dry clean'}, {'Sheer': 'No'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/14/1673671322f9f788181d6c8d199c096a283a16a230_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/14/167367131607d9dc8ee1b70f84c6bbfe0bb729934c_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/14/16736713181b74d45e15d8ebcd97382e41a534211d_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/14/1673671320361c02aa57521bc24904f62e6e3f9ffc_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/14/1673671322f9f788181d6c8d199c096a283a16a230_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/14/1673671324c8069999502ee7175393c062d3843834_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/14/1673671326ba9bbbf94538d99e063f61c8947c126f_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/14/1673671322f9f788181d6c8d199c096a283a16a230_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/14/167367131607d9dc8ee1b70f84c6bbfe0bb729934c_thumbnail_600x.webp']"
993,https://us.shein.com/Graphic-Print-Halter-Triangle-Bikini-Swimsuit-p-12915823-cat-1866.html?mallCode=1,Graphic Print Halter Triangle Bikini Swimsuit, SKU: sw2212159255137245,$8.49,"S(4),M(6),L(8/12)",,"[{'Color': 'Multicolor'}, {'Pattern Type': 'Graphic'}, {'Details': 'Knot, Tie Back'}, {'Bottom Type': 'Tie Side'}, {'Bra Type': 'Triangle'}, {'Neckline': 'Halter'}, {'Number of Pieces': '2 Piece Set'}, {'Fabric': 'High Stretch'}, {'Care Instructions': 'Machine wash, do not dry clean'}, {'Chest pad': 'Removable Padding'}, {'Bikini Bottoms & Bikini Tops Material': 'Fabric'}, {'Bikini Bottoms & Bikini Tops Composition': '82% Polyester, 18% Elastane'}, {'Bikini Bottoms & Bikini Tops Body': 'Lined'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/02/1675303501b9657734bf5f57c2ba78ec78f3199810_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/02/1675303493b6a34c9e5187335ac1ca585c5fd2e57d_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/02/1675303495128e35e282f8f36f466a8ab46c932043_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/02/1675303497d70ded0308b6580351c08507faa88a49_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/02/167530349958542338b23344bb932c0babb860a36c_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/02/1675303501b9657734bf5f57c2ba78ec78f3199810_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/02/1675303493b6a34c9e5187335ac1ca585c5fd2e57d_thumbnail_600x.webp']"
